DateTime,price
2015-05-29,236.70282308547152
2015-05-30,233.37122568956286
2015-05-31,231.91469078327722
2015-06-01,225.53045270668386
2015-06-02,225.07519183270645
2015-06-03,225.87041997978588
2015-06-04,225.04230238829604
2015-06-05,225.00107938491766
2015-06-06,225.11977489823582
2015-06-07,224.28866775176368
2015-06-08,227.71535214768954
2015-06-09,230.18289482735068
2015-06-10,229.0898704494618
2015-06-11,229.77022145499578
2015-06-12,230.05617570627194
2015-06-13,231.89078110908432
2015-06-14,234.16439320077484
2015-06-15,236.4367483236338
2015-06-16,245.58446506732426
2015-06-17,251.83908620893325
2015-06-18,249.38221586458738
2015-06-19,247.76894005236136
2015-06-20,244.28187952071593
2015-06-21,244.3646020245416
2015-06-22,246.72840857264188
2015-06-23,244.7598761886715
2015-06-24,241.7824373425116
2015-06-25,242.2051044179696
2015-06-26,242.03611123353232
2015-06-27,248.0848798810361
2015-06-28,249.8689781477674
2015-06-29,255.1946446500765
2015-06-30,264.1755881094384
2015-07-01,259.1349774647623
2015-07-02,256.37098607018083
2015-07-03,255.6483878731389
2015-07-04,257.93359657700955
2015-07-05,267.7577362729139
2015-07-06,272.8846465801724
2015-07-07,267.4483421903533
2015-07-08,269.91911865026395
2015-07-09,270.47707044611303
2015-07-10,285.22197938866043
2015-07-11,294.6819443541954
2015-07-12,308.24138267053485
2015-07-13,291.4554844528168
2015-07-14,291.0763885414509
2015-07-15,290.7104229359236
2015-07-16,280.24390650231663
2015-07-17,278.12916406645587
2015-07-18,278.60813996723107
2015-07-19,276.16799656817426
2015-07-20,278.5338844345912
2015-07-21,278.9292741276052
2015-07-22,277.35917197904405
2015-07-23,277.394638350828
2015-07-24,285.90182791715205
2015-07-25,289.35747523249967
2015-07-26,292.47007275836677
2015-07-27,292.61477355118404
2015-07-28,295.75577605980857
2015-07-29,291.03884222474437
2015-07-30,288.6668663378146
2015-07-31,285.1853091943341
2015-08-01,280.66287058286656
2015-08-02,280.9444689101104
2015-08-03,283.33945497969205
2015-08-04,285.06690556646413
2015-08-05,283.0657885075599
2015-08-06,279.7514293564386
2015-08-07,279.5260379523519
2015-08-08,269.01582203589953
2015-08-09,266.2286624410206
2015-08-10,265.36564783583856
2015-08-11,267.8497026190555
2015-08-12,268.51280855253975
2015-08-13,264.88316580406627
2015-08-14,266.1969196011776
2015-08-15,265.55070923844465
2015-08-16,259.51443941437594
2015-08-17,258.07493318898315
2015-08-18,246.12175220443396
2015-08-19,231.7632470339729
2015-08-20,234.64087693605515
2015-08-21,234.41109156344945
2015-08-22,229.8301274929763
2015-08-23,229.35061990569807
2015-08-24,215.55463215254926
2015-08-25,217.95384377328597
2015-08-26,226.96920458503774
2015-08-27,226.20802751751194
2015-08-28,230.47079731209467
2015-08-29,230.65775921765433
2015-08-30,228.8156217382884
2015-08-31,230.3063431212926
2015-09-01,228.37989552365767
2015-09-02,229.34319300729075
2015-09-03,227.85891603403726
2015-09-04,230.48847318264563
2015-09-05,235.16886404461266
2015-09-06,241.49665414961393
2015-09-07,241.19407032049193
2015-09-08,243.9949049661623
2015-09-09,240.55782524390668
2015-09-10,239.2951272817171
2015-09-11,240.5729950111109
2015-09-12,237.92695873829902
2015-09-13,232.52068120497532
2015-09-14,231.46760885697893
2015-09-15,231.14289059611036
2015-09-16,229.4532327136041
2015-09-17,232.4060875990668
2015-09-18,233.6428842739362
